"","Course.Identifier","College","Department","Merged","Subject.Code","Catalog.Number","Course.Description","Course.Level","Total.Student.Count","D_GRADE_COUNT","FAIL_GRADE_COUNT","WITHDRAW_GRADE_COUNT","DEW_COUNT","PASS_GRADE_COUNT","WITHDRAW_FULLMED_GRADE_COUNT","INCOMPLETE_UNGRADED_COUNT","TERM_LD","ACAD_YR_SID","Percent.D.Grade","Percent.E.Grade","Percent.W.Grade","Percent.DEW","Percent.Passed","Per.Full..Medical.Withdrawal","Per.Ungraded..Incomplete","P.F.Opt","Units","Mode","Class..","Sections","Total.Enroll","Max.Enroll","Rm.Cap","Early_Morning","Mid_Morning","Early_Afternoon","Mid_Afternoon","Evening","Asynchronous","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday","Laboratory","Lecture","Colloquim","Seminar","Workshop","Discussion","Studio","Practicum","In_Person","Full_Online","IntractTV","Hybrid","Live_Online","Reg_Session","First_Half_Session","Second_Half_Session","First_Third_Session","Second_Third_Session","Third_Third_Session","Ten_Week","Thirteen_Week","Other","College_Number"
"1383","Fall 2019_RELI_241","College of Humanities","Chinese","RELI_241","RELI","241","Intro to Chinese Religions","Lower Division",10,0,0,0,0,10,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"In Person",61974,1,10,60,60,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1384","Fall 2019_RELI_280","College of Humanities","Religious Studies, Cmt","RELI_280","RELI","280","Intro to Bible: New Test","Lower Division",68,4,5,1,10,57,1,0,"Fall 2019",2020,5.9,7.4,1.5,14.7,83.8,1.5,0,"",3,"FullOnline",132279,2,32,45,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3
"1385","Fall 2019_RELI_280","College of Humanities","Religious Studies, Cmt","RELI_280","RELI","280","Intro to Bible: New Test","Lower Division",68,4,5,1,10,57,1,0,"Fall 2019",2020,5.9,7.4,1.5,14.7,83.8,1.5,0,"",3,"In Person",57865,1,36,40,68,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1386","Fall 2019_RELI_302","College of Humanities","Religious Studies, Cmt","RELI_302","RELI","302","Ellis Island 9/11, Border Wall","Upper Division",12,0,2,0,2,9,1,0,"Fall 2019",2020,0,16.7,0,16.7,75,8.3,0,"",3,"In Person",66762,1,12,16,26,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1387","Fall 2019_RELI_304","College of Humanities","Religious Studies, Cmt","RELI_304","RELI","304","The Question Of God","Upper Division",138,4,10,3,17,119,2,0,"Fall 2019",2020,2.9,7.2,2.2,12.3,86.2,1.4,0,"",3,"In Person",59023,1,138,140,155,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1388","Fall 2019_RELI_305","College of Humanities","Religious Studies and Classics","RELI_305","RELI","305","Greek+Roman Religion","Upper Division",11,2,2,0,4,7,0,0,"Fall 2019",2020,18.2,18.2,0,36.4,63.6,0,0,"",3,"In Person",67143,1,11,35,35,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1389","Fall 2019_RELI_306","College of Humanities","Religious Studies and Classics","RELI_306","RELI","306","Christianity/Greco-Roman","Upper Division",12,0,0,0,0,12,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"FullOnline",66144,1,12,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3
"1390","Fall 2019_RELI_321","College of Social & Behav Sci","AZ Center for Judaic Studies","RELI_321","RELI","321","Women In Judaism","Upper Division",6,0,0,0,0,6,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"FullOnline",53866,1,6,35,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,4
"1391","Fall 2019_RELI_326","College of Humanities","Religious Studies, Cmt","RELI_326","RELI","326","God, Humanity & Science","Upper Division",11,0,0,0,0,10,1,0,"Fall 2019",2020,0,0,0,0,90.9,9.1,0,"",3,"In Person",47324,1,11,50,44,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1392","Fall 2019_RELI_335","College of Humanities","Religious Studies, Cmt","RELI_335","RELI","335","Rap, Culture And God","Upper Division",20,0,0,1,1,19,0,0,"Fall 2019",2020,0,0,5,5,95,0,0,"",3,"In Person",50953,1,20,125,155,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1393","Fall 2019_RELI_336","College of Humanities","Religious Studies, Cmt","RELI_336","RELI","336","Spirituality/Psychology & Mind","Upper Division",6,0,0,2,2,3,1,0,"Fall 2019",2020,0,0,33.3,33.3,50,16.7,0,"",3,"In Person",62016,1,6,132,132,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1394","Fall 2019_RELI_350","College of Humanities","Religious Studies, Cmt","RELI_350","RELI","350","Hindu Mythology","Upper Division",87,4,8,7,19,63,5,0,"Fall 2019",2020,4.6,9.2,8,21.8,72.4,5.7,0,"",3,"FullOnline",137940,2,87,100,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3
"1395","Fall 2019_RELI_360","College of Humanities","Religious Studies, Cmt","RELI_360","RELI","360","Religion and Ecology","Upper Division",13,0,0,2,2,11,0,0,"Fall 2019",2020,0,0,15.4,15.4,84.6,0,0,"",3,"In Person",64662,1,13,20,27,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1396","Fall 2019_RELI_363","College of Humanities","Religious Studies, Cmt","RELI_363","RELI","363","Religion and Sex","Upper Division",171,17,6,2,25,143,3,0,"Fall 2019",2020,9.9,3.5,1.2,14.6,83.6,1.8,0,"",3,"In Person",125048,2,171,185,458,0,1,0,1,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"1397","Fall 2019_RELI_381","College of Humanities","Africana Studies","RELI_381","RELI","381","African/Indigenous Reli","Upper Division",12,0,2,1,3,8,1,0,"Fall 2019",2020,0,16.7,8.3,25,66.7,8.3,0,"",3,"Hybrid",64664,1,12,32,32,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
"1398","Fall 2019_RNR_150C1","College of Agric and Life Sci","Renewable Natural Resources","RNR_150C1","RNR","150C1","Sustainable Earth","Lower Division",323,12,39,7,58,255,10,0,"Fall 2019",2020,3.7,12.1,2.2,18,78.9,3.1,0,"",3,"In Person",49806,1,143,150,150,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1399","Fall 2019_RNR_150C1","College of Agric and Life Sci","Renewable Natural Resources","RNR_150C1","RNR","150C1","Sustainable Earth","Lower Division",323,12,39,7,58,255,10,0,"Fall 2019",2020,3.7,12.1,2.2,18,78.9,3.1,0,"",3,"FullOnline",63133,1,180,180,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1
"1400","Fall 2019_RNR_160D1","College of Agric and Life Sci","Renewable Natural Resources","RNR_160D1","RNR","160D1","Wildlife, Conserv, & Amer Cult","Lower Division",284,17,35,19,71,205,8,0,"Fall 2019",2020,6,12.3,6.7,25,72.2,2.8,0,"",3,"FullOnline",63132,1,146,175,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"1401","Fall 2019_RNR_160D1","College of Agric and Life Sci","Renewable Natural Resources","RNR_160D1","RNR","160D1","Wildlife, Conserv, & Amer Cult","Lower Division",284,17,35,19,71,205,8,0,"Fall 2019",2020,6,12.3,6.7,25,72.2,2.8,0,"",3,"In Person",62442,1,138,255,240,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1402","Fall 2019_RNR_200","College of Agric and Life Sci","Renewable Natural Resources","RNR_200","RNR","200","Conservation of Natural Env","Lower Division",81,8,4,1,13,68,0,0,"Fall 2019",2020,9.9,4.9,1.2,16,84,0,0,"",3,"In Person",98745,2,81,84,178,2,0,0,0,0,0,0,2,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"1403","Fall 2019_RNR_230L","College of Agric and Life Sci","Renewable Natural Resources","RNR_230L","RNR","230L","Field Botany Laboratory","Lower Division",75,3,1,2,6,65,4,0,"Fall 2019",2020,4,1.3,2.7,8,86.7,5.3,0,"",1,"In Person",82296,2,75,72,2,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"1404","Fall 2019_RNR_230R","College of Agric and Life Sci","Renewable Natural Resources","RNR_230R","RNR","230R","Field Botany","Lower Division",69,4,2,0,6,61,2,0,"Fall 2019",2020,5.8,2.9,0,8.7,88.4,2.9,0,"",2,"Hybrid",52811,1,69,80,130,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"1405","Fall 2019_RNR_316","College of Agric and Life Sci","Renewable Natural Resources","RNR_316","RNR","316","Nat Resources-Ecology","Upper Division",73,2,2,0,4,68,1,0,"Fall 2019",2020,2.7,2.7,0,5.5,93.2,1.4,0,"",3,"In Person",36473,1,73,150,200,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1406","Fall 2019_RNR_321","College of Agric and Life Sci","Renewable Natural Resources","RNR_321","RNR","321","Ecological Surveys & Sampling","Upper Division",15,1,1,0,2,13,0,0,"Fall 2019",2020,6.7,6.7,0,13.3,86.7,0,0,"",3,"In Person",125105,2,30,60,2,0,0,2,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1
"1407","Fall 2019_RNR_403","College of Agric and Life Sci","Renewable Natural Resources","RNR_403","RNR","403","Appl Geog Info Sys","Upper Division",20,0,0,0,0,20,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"In Person",150021,3,40,140,58,1,0,0,1,1,0,0,0,3,0,1,0,0,2,1,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,1
"1408","Fall 2019_RNR_417","College of Agric and Life Sci","Renewable Natural Resources","RNR_417","RNR","417","Geog Inf Sys/Nat+Soc Sci","Upper Division",28,3,6,1,10,18,0,0,"Fall 2019",2020,10.7,21.4,3.6,35.7,64.3,0,0,"",3,"FullOnline",109769,2,7,34,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1
"1409","Fall 2019_RNR_417","College of Agric and Life Sci","Renewable Natural Resources","RNR_417","RNR","417","Geog Inf Sys/Nat+Soc Sci","Upper Division",28,3,6,1,10,18,0,0,"Fall 2019",2020,10.7,21.4,3.6,35.7,64.3,0,0,"",3,"In Person",204245,5,42,240,134,2,1,0,2,0,0,1,1,2,2,0,0,0,4,1,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,1
"1410","Fall 2019_RNR_440","College of Agric and Life Sci","Renewable Natural Resources","RNR_440","RNR","440","Climate Change Adaptation","Upper Division",10,0,0,0,0,10,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"In Person",53757,1,10,25,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1411","Fall 2019_RNR_448","College of Agric and Life Sci","Renewable Natural Resources","RNR_448","RNR","448","Conserv Plan & Wildlife Recre","Upper Division",24,1,0,1,2,22,0,0,"Fall 2019",2020,4.2,0,4.2,8.3,91.7,0,0,"",3,"FullOnline",57169,1,24,30,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1
"1412","Fall 2019_RNR_496E","College of Agric and Life Sci","Renewable Natural Resources","RNR_496E","RNR","496E","Restoration Ecology","Upper Division",11,0,0,0,0,10,1,0,"Fall 2019",2020,0,0,0,0,90.9,9.1,0,"",3,"In Person",57173,1,11,30,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"1413","Fall 2019_RSSS_101","College of Humanities","Russian and Slavic Studies","RSSS_101","RSSS","101","Elementary Russian I","Lower Division",60,1,4,12,17,40,3,0,"Fall 2019",2020,1.7,6.7,20,28.3,66.7,5,0,"Y",4,"In Person",76761,2,29,60,72,0,2,0,0,0,0,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"1414","Fall 2019_RSSS_101","College of Humanities","Russian and Slavic Studies","RSSS_101","RSSS","101","Elementary Russian I","Lower Division",60,1,4,12,17,40,3,0,"Fall 2019",2020,1.7,6.7,20,28.3,66.7,5,0,"Y",4,"Hybrid",73423,2,31,60,80,0,0,0,2,0,0,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3
"1415","Fall 2019_RSSS_150B1","College of Humanities","Russian and Slavic Studies","RSSS_150B1","RSSS","150B1","East European Cinema Soc Cntxt","Lower Division",165,7,14,5,26,134,5,0,"Fall 2019",2020,4.2,8.5,3,15.8,81.2,3,0,"",3,"FullOnline",64668,1,165,170,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3
"1416","Fall 2019_RSSS_150B2","College of Humanities","Russian and Slavic Studies","RSSS_150B2","RSSS","150B2","Multicultural Russia","Lower Division",24,1,4,1,6,17,1,0,"Fall 2019",2020,4.2,16.7,4.2,25,70.8,4.2,0,"",3,"FullOnline",64669,1,24,50,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3
"1417","Fall 2019_RSSS_160C2","College of Humanities","Russian and Slavic Studies","RSSS_160C2","RSSS","160C2","Russia: Hist /Global Context","Lower Division",33,2,1,0,3,29,1,0,"Fall 2019",2020,6.1,3,0,9.1,87.9,3,0,"",3,"In Person",54554,1,33,41,155,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1418","Fall 2019_RSSS_201","College of Humanities","Russian and Slavic Studies","RSSS_201","RSSS","201","Intermediate Russian I","Lower Division",36,0,0,3,3,33,0,0,"Fall 2019",2020,0,0,8.3,8.3,91.7,0,0,"",4,"In Person",143032,3,25,114,55,1,2,0,0,0,0,3,3,3,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3
"1419","Fall 2019_RSSS_201","College of Humanities","Russian and Slavic Studies","RSSS_201","RSSS","201","Intermediate Russian I","Lower Division",36,0,0,3,3,33,0,0,"Fall 2019",2020,0,0,8.3,8.3,91.7,0,0,"",4,"Hybrid",64670,1,12,30,32,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
"1420","Fall 2019_RSSS_280","College of Humanities","Russian and Slavic Studies","RSSS_280","RSSS","280","Sports and Empire","Lower Division",25,0,1,0,1,24,0,0,"Fall 2019",2020,0,4,0,4,96,0,0,"",3,"In Person",66559,1,25,40,60,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1421","Fall 2019_RSSS_301","College of Humanities","Russian and Slavic Studies","RSSS_301","RSSS","301","Adv Grammar+Composition","Upper Division",12,2,0,1,3,9,0,0,"Fall 2019",2020,16.7,0,8.3,25,75,0,0,"Y",3,"In Person",36736,1,12,25,50,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1422","Fall 2019_RSSS_310","College of Humanities","Russian and Slavic Studies","RSSS_310","RSSS","310","East European Science Fiction","Upper Division",55,0,2,0,2,51,2,0,"Fall 2019",2020,0,3.6,0,3.6,92.7,3.6,0,"",3,"In Person",56460,1,55,60,200,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1423","Fall 2019_RSSS_315","College of Humanities","Russian and Slavic Studies","RSSS_315","RSSS","315","Slavic Folklore/Culture","Upper Division",763,11,24,16,51,700,12,0,"Fall 2019",2020,1.4,3.1,2.1,6.7,91.7,1.6,0,"",3,"In Person",44950,1,59,100,300,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1424","Fall 2019_RSSS_315","College of Humanities","Russian and Slavic Studies","RSSS_315","RSSS","315","Slavic Folklore/Culture","Upper Division",763,11,24,16,51,700,12,0,"Fall 2019",2020,1.4,3.1,2.1,6.7,91.7,1.6,0,"",3,"FullOnline",134255,2,705,775,2,0,0,0,1,0,1,1,0,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,3
"1425","Fall 2019_RSSS_340","College of Humanities","Russian and Slavic Studies","RSSS_340","RSSS","340","Russian Writers+Society","Upper Division",26,0,0,0,0,25,1,0,"Fall 2019",2020,0,0,0,0,96.2,3.8,0,"",3,"In Person",36737,1,26,40,43,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1426","Fall 2019_RSSS_345","College of Humanities","Russian and Slavic Studies","RSSS_345","RSSS","345","WW II: Soviet Cultural Exper","Upper Division",26,2,1,1,4,21,1,0,"Fall 2019",2020,7.7,3.8,3.8,15.4,80.8,3.8,0,"",3,"In Person",60368,1,26,30,130,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1427","Fall 2019_RSSS_395A","College of Humanities","Russian and Slavic Studies","RSSS_395A","RSSS","395A","Topics in Slavic and Eurasian","Upper Division",7,0,0,0,0,7,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",1,"In Person",66984,1,7,15,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,3
"1428","Fall 2019_RSSS_415","College of Humanities","Russian and Slavic Studies","RSSS_415","RSSS","415","Adv Tps Russ Lang+Lit","Upper Division",6,1,0,0,1,5,0,0,"Fall 2019",2020,16.7,0,0,16.7,83.3,0,0,"",3,"In Person",93519,2,6,28,2,0,0,1,1,0,0,2,0,2,0,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3
"1429","Fall 2019_SBS_197A","College of Social & Behav Sci","Social & Behavioral Sci Admin","SBS_197A","SBS","197A","Skills for Success Social Sci","Lower Division",829,34,44,0,78,724,27,0,"Fall 2019",2020,4.1,5.3,0,9.4,87.3,3.3,0,"",1,"In Person",120132,2,829,900,1150,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4
"1430","Fall 2019_SBS_200","College of Social & Behav Sci","Social & Behavioral Sci Admin","SBS_200","SBS","200","Intro to Stats for Social Sci","Lower Division",508,54,21,17,92,406,10,0,"Fall 2019",2020,10.6,4.1,3.3,18.1,79.9,2,0,"",4,"In Person",644631,14,768,780,521,1,3,2,5,3,0,6,7,2,0,1,0,0,13,1,0,0,0,0,0,0,14,0,0,0,0,14,0,0,0,0,0,0,0,0,4
"1431","Fall 2019_SBS_200","College of Social & Behav Sci","Social & Behavioral Sci Admin","SBS_200","SBS","200","Intro to Stats for Social Sci","Lower Division",508,54,21,17,92,406,10,0,"Fall 2019",2020,10.6,4.1,3.3,18.1,79.9,2,0,"",4,"FullOnline",576329,10,248,260,10,0,0,0,0,0,10,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,10,0,0,0,6,0,4,0,0,0,0,0,0,4
"1432","Fall 2019_SBS_301A","College of Social & Behav Sci","Social & Behavioral Sci Admin","SBS_301A","SBS","301A","Foundations of Mindfulness","Upper Division",25,1,2,2,5,20,0,0,"Fall 2019",2020,4,8,8,20,80,0,0,"",1,"FullOnline",67071,1,25,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4
"1433","Fall 2019_SBS_301B","College of Social & Behav Sci","Social & Behavioral Sci Admin","SBS_301B","SBS","301B","Mindfulness Based Study Tools","Upper Division",25,0,3,0,3,21,1,0,"Fall 2019",2020,0,12,0,12,84,4,0,"",1,"FullOnline",68503,1,25,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4
"1434","Fall 2019_SBS_301C","College of Social & Behav Sci","Social & Behavioral Sci Admin","SBS_301C","SBS","301C","Mindfulness Based Movement","Upper Division",24,1,2,2,5,19,0,0,"Fall 2019",2020,4.2,8.3,8.3,20.8,79.2,0,0,"",1,"FullOnline",67072,1,24,25,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4
"1435","Fall 2019_SBS_350","College of Social & Behav Sci","Social & Behavioral Sci Admin","SBS_350","SBS","350","Intro Adobe Creative Cloud","Upper Division",10,1,3,0,4,6,0,0,"Fall 2019",2020,10,30,0,40,60,0,0,"",3,"In Person",62196,1,10,32,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1436","Fall 2019_SCI_195A","College of Science","Science Administration","SCI_195A","SCI","195A","Student Success Strategies","Lower Division",62,0,2,1,3,59,0,0,"Fall 2019",2020,0,3.2,1.6,4.8,95.2,0,0,"",1,"In Person",153456,3,62,90,54,0,2,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5
"1437","Fall 2019_SCI_195B","College of Science","Science Administration","SCI_195B","SCI","195B","AZ Sci/Engineer/Math Scholars","Lower Division",185,0,4,2,6,174,5,0,"Fall 2019",2020,0,2.2,1.1,3.2,94.1,2.7,0,"Y",1,"In Person",402053,7,185,225,241,1,3,2,1,0,0,4,3,4,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,5
"1438","Fall 2019_SCI_295B","College of Science","Science Administration","SCI_295B","SCI","295B","Research Readiness","Lower Division",61,0,1,1,2,57,2,0,"Fall 2019",2020,0,1.6,1.6,3.3,93.4,3.3,0,"",1,"In Person",161510,3,61,93,106,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5
"1439","Fall 2019_SGPP_302","College of Social & Behav Sci","School of Govt & Public Policy","SGPP_302","SGPP","302","Policy & Politics of Conflict","Upper Division",7,1,0,0,1,6,0,0,"Fall 2019",2020,14.3,0,0,14.3,85.7,0,0,"",3,"In Person",67017,1,7,50,56,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1440","Fall 2019_SGPP_304","College of Social & Behav Sci","School of Govt & Public Policy","SGPP_304","SGPP","304","Politics of Public Policy - US","Upper Division",13,0,0,0,0,12,1,0,"Fall 2019",2020,0,0,0,0,92.3,7.7,0,"",3,"In Person",66988,1,13,50,48,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4
"1441","Fall 2019_SLHS_207","College of Science","Speech Language & Hearing Sci","SLHS_207","SLHS","207","Survey Human Comm+Disrdr","Lower Division",77,3,0,0,3,73,1,0,"Fall 2019",2020,3.9,0,0,3.9,94.8,1.3,0,"",3,"In Person",37200,1,77,90,90,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"1442","Fall 2019_SLHS_261","College of Science","Speech Language & Hearing Sci","SLHS_261","SLHS","261","Anat+Psio Speech Mech","Lower Division",88,8,5,2,15,72,1,0,"Fall 2019",2020,9.1,5.7,2.3,17,81.8,1.1,0,"",4,"In Person",120791,2,176,182,202,0,0,0,1,1,0,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,5
"1443","Fall 2019_SLHS_340","College of Science","Speech Language & Hearing Sci","SLHS_340","SLHS","340","Language Science","Upper Division",56,2,1,1,4,52,0,0,"Fall 2019",2020,3.6,1.8,1.8,7.1,92.9,0,0,"",3,"In Person",37201,1,56,95,142,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"1444","Fall 2019_SLHS_341","College of Social & Behav Sci","Linguistics","SLHS_341","SLHS","341","Language Development","Upper Division",16,0,1,1,2,13,1,0,"Fall 2019",2020,0,6.3,6.3,12.5,81.3,6.3,0,"",3,"FullOnline",111981,2,16,110,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,4
"1445","Fall 2019_SLHS_362","College of Science","Speech Language & Hearing Sci","SLHS_362","SLHS","362","Neurobiology of Communication","Upper Division",51,0,0,1,1,50,0,0,"Fall 2019",2020,0,0,2,2,98,0,0,"",3,"In Person",44421,1,51,128,142,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
"1446","Fall 2019_SLHS_471","College of Science","Speech Language & Hearing Sci","SLHS_471","SLHS","471","Speech Sound Disorders","Upper Division",16,0,0,0,0,16,0,0,"Fall 2019",2020,0,0,0,0,100,0,0,"",3,"In Person",44427,1,16,50,70,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,5
